question,answer,reference
Mujhe aik jismani sehat ke maslay se nibat rahe hai aur us ka stress samalna mushkil ho raha hai. Madad kahan mil sakti hai?,"Jismani sehat ka zehni sehat par bohat asar hota hai. Yahan kuch resources hain jo aap ko chronic health problem ke jazbati challenges ke sath cope karne mein madad dein ge. Self-Management BC muft programs faraham karta hai har umar ke adults ke liye jo ongoing jismani ya zehni sehat ke masail se guzar rahe hain. Is mein symptoms ko manage karne aur behtareen zindagi ki taraf action lene ki strategies milti hain. Parivar ke members, doston, aur qareebi logon ko bhi shirkat ki ijazat hai. Programs angrezi ke siwa mukhtalif zabanon mein bhi dastiyab hain jaise ke Chinese aur Punjabi. Unke website par aap self-management research ke mutaliq aur workshop ya telephone-based support programs ke bare mein maloomat hasil kar sakte hain. Visit www.selfmanagementbc.ca ya call 1-866-902-3767 (toll-free). BC ke psychologists aur doctors ke group ne aik self-guided workbook banaya hai jiska naam Positive Coping with Health Conditions hai, jo un logon ke liye hai jo health problem se guzarte hain ya aise kisi apne pyare ki madad karte hain. Is workbook mein jismani aur zehni sehat ke talluqaat aur mukhtalif skills seekhai jati hain jo aapko mushkil halat, jazbati ehsaasaat ko samajhne, active rehne, aur sehatmand talluqaat barqarar rakhne mein madad deti hain. Bounce Back Reclaim Your Health aik guided self-help program hai British Columbians ke liye jinhein mild se moderate depression, low mood ya anxiety hai. Aapko DVD milti hai jo depression ke alamaat pehchananay aur manage karne ke tips deti hai, ya aap ghar par workbooks ke series mein gehrai mein skills seekh sakte hain. Ek workbook jo chronic health conditions par focus karta hai uska naam Reclaim Your Health hai. Aap Canadian Mental Health Association ke trained coach ke sath phone ya video conference ke zariye support aur mashwara lete hain. Bounce Back doctor ke referral se muft hai. Mazeed maloomat ke liye www.bouncebackbc.ca dekhein. Agar aap coach ya referral ke baghair Bounce Back materials online BC mein istemal karna chahte hain to www.bouncebackonline.ca hai. Reclaim Your Life from illness, disability, pain, or fatigue aik booklet hai Canadian Mental Health Association ka jo aap ko practical tips aur strategies deta hai takay aap musibat se cope kar ke apni rozmarra ki zindagi mein wapas aa saken. Ye booklet www.livinglifetothefull.ca par farokht ke liye dastiyab hai. Ye Living Life to the Full program ka hissa hai, jo aath hafte ka program hai jo logon ki zindagi mein madadgar tabdeeliyan lata hai. Ye sara province mein offer hota hai aur course ki tafseel website par milti hai. Kai tanzeemaat wo logon ki madad karti hain jo kisi specific illness ya health problem se guzarte hain. Ye tanzeemein aksar logon ko munasib support services tak rasai mein madad karti hain ya apne support groups faraham karti hain. Aap apni health care team se recommendations bhi le sakte hain. Agar aap ko zahiri taur par madad nahi mil rahi, to online support groups ki talash kar sakte hain. Agar aap ko akela support chahiye to therapist ya counsellor aik acha option ho sakta hai. In professionals ko dhoondhne ki maloomat ke liye www.heretohelp.bc.ca/ask-us/how-can-i-find-a-doctor-psychiatrist-psychologist-or-counsellor par jayein.",World Health Organization Mental Health Manual
Antisocial personality disorder kya hai?,"Personality disorder soch, ehsaas, aur rawaiyat ka aisa nizam hai jo lambi muddat tak rehta hai aur kisi na kisi qisam ka masla ya takleef paida karta hai. Antisocial personality disorder ya ASPD dusron ke huqooq ke hawalay se sochne ke tareeqay ko mutasir karta hai. Jis shakhs ko ASPD hota hai wo qanoon ya mohtamim tawaquaat ki parwah nahi karta, khud ko be ihtiyat faislay karta hai, dosron ko nuqsan pohanchane ya qanoon torne par pasheman nahi hota, aur apne aap ko dusron se behtareen samajhta hai. Logon ko ASPD walay shakhs dishonest, impulsive, aur chalak lagte hain. Kuch log surface par to dilkash lagte hain. Har zehni marz ki tarah, antisocial personality disorder bhi ek spectrum hai. Kuch log kabhi kabhi he inappropriate rawaiya dikhate hain jabke kuch aksar qanoon torte hain aur criminal justice system mein waqt guzarate hain. ASPD sirf bar honay walon mein tashkhis hota hai, lekin ASPD walay bachpan se conduct ya antisocial rawaiyat dikhate hain aur bachpan mein conduct disorder ke sath tashkhis ho sakta hai. ASPD ka ilaaj, aksar psychotherapy, nuqsan ko kam karne aur dusron ke liye empathy paida karne mein madad karta hai. ASPD ilaj ke laayak hai aur behtari aamad middle age ke qareeb ho sakti hai. Hum sab ne kabhi na kabhi kisi ko nuqsan pohanchaya ya dusron ke bare mein soche baghair amal kiya hai. Yahi yaad rakhna zaroori hai ke antisocial personality disorder lambi muddat ka aisa rawaiya hai jisme empathy aur pashemani ki kami hoti hai. Sirf doctor ya zehni sehat ka mahir ASPD jese marz ka tashkhis kar sakta hai.",World Health Organization Mental Health Manual
Sleep Apnea kya hai,"Neend se mutaliq saans lene ki bemari jo neend ke dauran bar bar upper airway rukawatein paida karti hai, jis ki wajah se raat ki neend tukray tukray ho jati hai.",Mayo Clinic Psychiatry Reference Database
How can I maintain social connections? What if I feel lonely?,"A lot of people are alone right now, but we dont have to be lonely. Were all in this together. While you may be physically separated from friends, family members, and other loved ones, it has never been more important to maintain those social connections. Social connections are an opportunity to seek and share support, talk through difficult feelings, share a laugh, keep up-to-date with loved ones, and help each other cope. This pandemic is a lot for one person to deal with on their own. While measures like physical distancing and self-isolation are necessary to slow the spread of the virus, the physical separation can amplify a lot of challenging emotions like loneliness and fear. Think about the different ways to connect that are most meaningful for you. For example, you might prefer a video chat over a phone call, or you might prefer to text throughout the day rather than one set time for a video call. Then, work with your social networks to make a plan. You might video chat with your close friends in the evening and phone a family member once a week. Remember to be mindful of people who may not be online. Check in by phone and ask how you can help. The quality of your social connections matter. Mindlessly scrolling through social media and liking a few posts usually doesnt build strong social connections. Make sure you focus on strategies that actually make you feel included and connected. If your current strategies dont help you feel connected, problem-solve to see if you can find a solution. Everyone feels lonely at timesmaybe you recently moved to a new city, are changing your circle of friends, lost someone important in your life, or lost your job and also lost important social connections with coworkers. Other people may have physical connections to others but may feel like their emotional or social needs arent met. Measures like social distancing or self-isolation can make loneliness feel worse no matter why you feel lonely now. Reach out to the connections you do have. Suggest ways to keep in touch and see if you can set a regular time to connect. People may hesitate to reach out for a lot of different reasons, so dont be afraid to be the one who asks. Look for local community support groups and mutual aid groups on social media. This pandemic is bringing everyone together, so look for opportunities to make new connections. These groups are a great way to share your skills and abilities or seek help and support. Look for specialized support groups. Support groups are moving online, and there are a lot of different support lines to call if you need to talk to someone. To find community services in BC, call or text 211 or visit www.bc211.ca. If you need extra support, you can talk with a psychologist or counsellor for free You can access a free phone call with a Registered Psychologist though the Covid-19 Psychological Support Service from the BC Psychological Association. Visit www.psychologists.bc.cacovid-19-resources. You can access free, phone-based, short-term support with a counsellor from a new group called the BC COVID-19 Mental Health Network. Email bccovidtherapistsgmail.com to receive an appointment time. For youth people ages 12-24, you can talk with a counsellor for free through Foundry Virtual. Visit foundrybc.caget-supportvirtual. Call the BC Mental Health Support Line at 310-6789. Its available 247. Chat online with a Crisis Center volunteer at www.crisiscentrechat.ca daily between noon and 100am For older adults Call the Seniors Distress Line at 604-872-123 For youth and young adults Chat online with a volunteer at www.YouthinBC.com daily between noon and 100am For children and youth Call the Kids Help Phone at 1-800-668-6868 or visit kidshelpphone.ca For tips on managing loneliness, check out the following resources Coping with Loneliness from the Canadian Mental Health Association cmha.bc.cadocumentscoping-with-loneliness Loneliness and Social Connection issue of Visions Journal at www.heretohelp.bc.cavisionsloneliness-and-social-connection-vol14 Wellness Module 3 Social Support at www.heretohelp.bc.cawellness-modulewellness-module-3-social-support",World Health Organization Mental Health Manual
Negativism kya hai,Catatonic rawaiya jis mein bina kisi wajah ke tamam klinical hidayaat ki mukhalfat ya ulat harkat karna shamil hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
"Agar cannabis khatarnak hai, to hum ise qanooni tor par kyun manzoor kar rahe hain?","Maslan cannabis ka dhuan cancer paida karne wale zaheer zawal rakhta hai. Halaanke, kuch cancers jaise ke munh, zabaan aur lungs ka khatra cannabis ke smokaroon mein tambaaku ke smokaroon se kam hota hai, jis ki wajah yeh hai ke wo aam tor par tambaaku istimaal karne walon ke mukable kam smoke karte hain. Aur jabke tamam nashilli cheezein dimagh par asar karti hain, nashili cheez ke khaas asraat nuksaan ke darjay ko mutasir karte hain. Maslan cannabis ke dimagh par manfi asraat ayni cheezon se kam lagte hain jaise ke alcohol. Cannabis ko qanooni karne se zakhm-e-imkani nuksaanat ko kam karne ke liye qawaneen banane ka moqa milta hai. Kisi bhi ghair qanoni drug ko kharidne aur istimaal karne ka khatra yeh hota hai ke hum hamesha berdast nahin hotay ke us metal mein kya hai.",World Health Organization Mental Health Manual
Kya mein prescription dawaiyon ke liye paise ki madad le sakta hoon?,"BC PharmaCare kuch dawaiyon ki lagat ko cover karta hai Plan G ke tehat, jo Psychiatric Medications Plan kehlata hai, un logon ke liye jo zehni sehat ke liye dawa lena zaruri samajhte hain magar wo afford nahi kar sakte. Aapka doctor ya nurse practitioner aapke liye coverage ke liye darkhwast karta hai. Coverage aam tor par ek saal ke liye hota hai, uske baad dobara darkhwast ki ja sakti hai agar zarurat ho. Apne care team se baat karein agar aap Plan G mein dilchaspi rakhte hain.",World Health Organization Mental Health Manual
Delusion kya hai,"Aisi mazboot, galat yaqeen jo saaf, badlne na wali, aur takraati saboot ke bawajood quwwat se qabool kiya jata hai, aur saqafati context se bahar hota hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Tardive Dyskinesia kya hai,"Ek neurological syndrome jo lambi muddat ke neuroleptic dawaon ke istemal se hota hai, jisme zabaan aur chehre ki be ikhtiyar choreoathetoid harkatain hoti hain.",Oxford Textbook of Psychiatry
Main apni dawa ke kharche mein madad kaisay le sakta hoon?,"Kuch dawaiyan faraham karne wali companies fani madad programs dastiyab karti hain jo fainasiyal zarurat walay afrad aur khandan ke liye hoti hain, jabke kuch khas riyayat cards faraham karti hain. Ye programs aam tor par doctor ki razamindi aur aap ki maashi haalat ka sabut mangte hain. Kuch programs is shart par bhi hotay hain ke aap ke paas sehat ki bemaari ya dawa ki sahulat na ho. Is ke elawa, kuch prescription programs bhi hain jin ke liye aap pristari ho saktay hain. Mazeed malumat ke liye Healthfinder.gov par jane ki salaah di jati hai.",World Health Organization Mental Health Manual
Substance use aur addiction mein kya farq hai?,"Log addiction lafz ko mukhtalif cheezon ke liye istemal karte hain. Misal ke taur par, 'Main shopping ka addicted hoon' ka matlab sirf yeh ho sakta hai ke us shakhs ko shopping pasand hai. Dusri taraf, 'Woh addicted hai' ka matlab ho sakta hai ke baat karne wala samajhta hai ke woh shakhs apne rawaiye par bilkul qaboo nahi rakh sakta. Jab log addiction ka zikr psychoactive aur mind-altering madon jaise alcohol, tobacco ya doosre nashili asbaar ke liye karte hain, to aksar samajhte hain ke yeh maday khatarnaak hain aur insan ke rawaiye ko control kar sakte hain. Magar saboot kuch aur dikhate hain. Jab ke substance use se sehat aur muasharati masail ho sakte hain, kuch halat mein kuch logon ke liye yeh madadgar bhi sabit ho sakti hain. Misal ke taur par, kai log kisi khaas mauqe par ek pyala sharab peete hain, ya kuch log tobacco ka istemal apni saqaafat ya roohani rasoomat mein kartay hain. Asal mein, insano ne tareekh bhar kai wajah se substances istemal kiye hain jaise khushi mehsoos karne ke liye, behtari ke liye, performance mein izafa karne ke liye, saqaafat ya roohani wajah se, ya naye tajurbe hasil karne ke liye. Substance use sirf acha ya bura nahi hai. Behtari yeh hai ke isay ek continuum yani silsila samajha jaye jismein beneficial se le kar harmful tak use shamil hain. Darmiyan mein, substance use donon ho sakta hai - faida aur nuqsan. Aap doston ke saath mazeedaar raat guzaarte hain, lekin aglay din thoda behaal mehsoos karte hain. Continuum ke aakhir mein, kuch log dependency mein chalay jatay hain jahan unhe drug ki zarurat hoti hai taake woh normal mehsoos kar saken aur wo use tab bhi jaari rakhte hain jabke is se un ki maali, gharelu, sehat ya kanooni mushkilat barh jati hain. Aam tor par, substance use masla tab banta hai jab yeh aap ya doosron ke liye masail paida karta hai, aur kitna use masail paida karta hai yeh mukhtalif afrad aur halaat ke liye mukhtalif hota hai. Kisi shakhs ke substance use ki wajah iska risk tay karne mein madadgar hoti hai. Misal ke taur par, agar koi darustgi ke liye substance use karta hai, to aksar ye sirf kabhi kabhi samaji istemal tak mahdoood rehta hai. Magar agar koi social anxiety jaisi lambi muddat ki mushkil ko cope karne ke liye substance use karta hai, to ziyada mustaqil aur sakht use ho sakta hai. Apne risk ko manage karna yeh samajhne mein madad deta hai ke hum kyun istemal kar rahe hain aur iska apne aap par aur dusron par kiya asar ho raha hai. Hamare buzurgon ki danai ek taleemi usool deti hai ke zyada na istamal karo, na aksar, aur sirf mehfooz maahol mein.",World Health Organization Mental Health Manual
Thought Broadcasting kya hai,Wo mustaqil delusion jisme shakhs samajhta hai ke uske khusoosi khayalat bay-sawt andaz mein baahir ki dunya mein nikal rahe hain taa ke dusre log unhein sun sakain.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Neuroplasticity kya hai,Neuroplasticity neural networks ki structural aur functional salahiyat hai jo environment ke mutabiq apni wiring aur tanzeem dobara karti hai.,Harvard Medical School Mental Health Guide
Therapeutic alliance kya hai,"Wo mushtarka, bharosemand talluq jo aik clinician aur mareez ke darmiyan qaim hota hai aur jo therapy ki kamyabi ki bunyaad banta hai.",American Psychological Association Clinical Guidelines
Zeheniat ke liye hansna kyun zaroori hai?,Hansna cortisol ko kam karta hai aur wo khushi k chemicals release karta hai jo fitri tor par stress ko kam karte hain aur logon ko jorta hain.,World Health Organization Mental Health Manual
Mysophobia kya hai,"Gande pan, mafooz na hone, keemiyai infection ya biological infection lagne ka pathological khauf jo zyada tar OCD safai ke riwayaat ko barhawa deta hai.",Mayo Clinic Psychiatry Reference Database
Personalization kya hai,Ek ghalat fehmi jahan shakhs khud ko mukammal tor par bahar ke haadisaat ka zimmedar samajhta hai jo uske seedhay qaboo se bahar thay.,Beck Institute for CBT
Serotonin Syndrome kya hai,"Ek mumkin tor par maut ka sabab ban sakne wala zehriila halat jo zyada serotonin ke amal se hota hai, jisme hyperreflexia, clonus, zehni halat mein tabdeeli, aur autonomic tabdeeliyan paish aati hain.",Oxford Textbook of Psychiatry
MSP kya hai?,"MSP ka matlab Medical Services Plan hai. Yeh health insurance program hai jo Canada ke British Columbia mein rehne walon ke liye hukumat chalati hai. MSP doctors ke appointments, specialist doctors jaise psychiatrists ke appointments, aur hospital mein rihayish ke kharche ada karta hai jo medical maslay ke ilaaj ke liye zaruri hain. BC mein rehne walay har shakhs ko MSP mein shamil hona zaruri hai. Aap apni aamdani ke mutabiq mahana fees ada karte hain. Kuch workplaces MSP fees cover karte hain. MSP ke bare mein mazeed maloomat ke liye yahan dekhein. Agar MSP ke liye apply karne ya apni coverage manage karne ke sawaal hain to Health Insurance BC ko Lower Mainland mein 604 683-7151 par call karein ya BC ke dusray hisay mein 1-800-663-7100 par. Wo Monday se Friday 8:00am se 4:30pm tak khulay rehte hain. Aap apne area ke Service BC office mein bhi madad hasil kar sakte hain. Agar aap BC mein naye hain to MSP register karne ke liye 3 mahine intezar karna padta hai. Apna Care Card ya BC Services Card medical appointments ya pharmacy istemal karne ke liye saath le kar jayein.",World Health Organization Mental Health Manual
Substance use kab masla banta hai? Madad ke liye kahan ja sakta hoon?,"Har shakhs ka substances jaise alcohol aur dusray drugs ke sath taluq mukhtalif hota hai, aur log mukhtalif wajah se substances istimal karte hain. Jo cheez kuch logon ke liye faida mand hoti hai, wo dusron ke liye ya usi shakhs ke mukhtalif halaat mein problems paida kar sakti hai. Substance use ke bare mein zyada janne ke liye, Understanding Substance Use: A health promotion perspective ko dekhein. Kisi aur ki madad ke liye, ek mufeed resource hai Helping People who Use Substances: A health promotion perspective. Apne substance ke taluq se sochne mein madad ke liye, You and Substance Use: Stuff to think about...and ways to make changes ek acha workbook hai. Dusri series Making Healthier Choices about Substance Use: Tips for cutting back or quitting bohat si nafidi tips aur resources offer karti hai agar aap apne alcohol, marijuana, medications, methamphetamine, aur tobacco ke istemal mein tabdeelian lana chahte hain. Agar aap ya aapke kisi qareebi ko zyada madad ki zarurat hai, to Alcohol and Drug Information Referral Service se apne ilaqay ka support hasil karein. BC mein madad ke liye 1-800-663-1441 par call karein. Greater Vancouver mein, 604-660-9382 par call karein. Substance use ke bare mein zyada maloomat ke liye Centre for Addictions Research of BC ki website dekhein.",World Health Organization Mental Health Manual
Seasonal Affective Disorder kya hai?,Yeh ek daurani shakal hai major depressive disorder ki jahan symptoms mausam sardiyon mein numayan hotay hain aur bahaar mein theek ho jate hain.,National Institute of Mental Health Clinical Guide
Avoidant Personality Disorder kya hai?,"Is mein shadeed samaji pabandi, apne aap mein kami ke gehre ehsaas, aur manfi tanqeed par intehai hasasiyat shamil hai, jo tanhayee ka sabab banta hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Structural neuroimaging kya hai,"MRI ya CT scanning ke zariye dimagh ke tissues ki jismani shakl aur saakht ka jaiza lena, khaas tor par psychiatric mareezon ke liye.",Lancet Psychiatry Clinical Evidence Database
Antisocial Personality Disorder kya hai?,Ek shakhsiyat ki bemari jo dosron ke huqooq ki barhawaqat nafrat aur khilaf warzi ke saath saath humdardi ki mukammal kami se muzahmat karti hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Agoraphobia kya hai,Agoraphobia aik anxiety halat hai jahan mareez khuli jagon ya public transit se bachata hai kyun ke panic ke doran bach kar nikalna mushkil ho sakta hai.,Mayo Clinic Psychiatry Reference Database
CBT aur DBT mein kya farq hai?,"CBT (cognitive-behavioural therapy) aur DBT (dialectical behaviour therapy) dono psychotherapies ya talk therapies hain. Dono mein aap mental health professional ke sath kaam karte hain taake challenges samjhein aur skills seekhein jo aapko un challenges ko khud manage karne mein madad dein. CBT aapko sikhati hai ke aapke khayalat, jazbaat, aur rawaiye ek dosray ko kaisay asar karte hain. Misal ke taur par, agar aap sochte hain ke log aapko pasand nahi karte (thought), to aap samaji soorat-e-haal se dure rehne ki koshish karte hain (behaviour) aur tanha mehsoos karte hain (feeling). Lekin CBT sikhati hai ke in talluqaat ko apne faide ke liye kaise use karein, matlab ke ek positive tabdeeli (jaise soch ya rawaiye mein) tamam factors mein positive tabdeeli la sakti hai. CBT research se sabit shuda approach hai jo kai zehni sehat ke masail jaise depression, anxiety disorders, eating disorders, aur substance use problems ke liye faida mand hai. CBT structured, short-term, goal-oriented, aur haalaat par mabni hoti hai. Yeh shuru hoti hai mental illness ya challenge ke mutaliq taleem se, aur phir aap skills aur strategies seekhte hain jaise problem-solving ya realistic soch jo aapke khayalat, jazbaat aur rawaiye ko badalne mein madad karti hain. Aap seekhte hain ke in skills ko mustaqbil mein masail se nipatnay ke liye kaise istemal karna hai. DBT CBT ki bunyaad par hai lekin zyada tawajju jazbati aur samaji pehluon par hoti hai. DBT un logon ke liye tayar ki gai thi jo intehai ya ghair mustahkam jazbaat aur nuqsaan pohnchane wale rawaiye ka samna karte hain. DBT evidence-based approach hai jo logon ko jazbaat ko regulate karne mein madad karta hai. Yeh borderline personality disorder ke ilaaj ke liye banayi gai thi, aur maujooda research dikhaati hai ke yeh kai zehni bemariyon ya masail main madadgar ho sakti hai, khas tor par self-harm ke liye. CBT aur DBT ke darmiyan bunyadi farq validation aur rishton mein hai. DBT aapko sikhata hai ke aapke tajurbe haqeeqi hain, aur aapko apne aap ko qabool karna sikhata hai, chahye masail ya mushkil tajurbe hon. Rishtay buhat important hain DBT mein, jin mein aap aur aapke DBT practitioner ke darmiyan rishtay bhi shamil hain. Aksar check-ins hotay hain taake kamiyabi ya masail par baat ho . Ilaaj mein one-on-one aur group sessions dono shamil ho sakte hain. CBT skills ke sath sath, aap jazbaat ka izafa karna, dusron ke sath rishtay bananay, masail ya pareshani ka cope karna, qabooliyat, aur mindfulness seekhte hain. Bohat si talk therapies ki tarah, CBT aur DBT skills ka faida hasil karne ke liye waqt aur mehnat chahiye hoti hai. Magar jab log skills master kar lete hain therapist ki madad se, to wo un skills ko apni zindagi ka hissa bana lete hain jo lifetime tools kehlate hain.",American Psychological Association Clinical Guidelines
Anxiety ke liye khud madad ke maaloomat kahan se hasil kar sakta hoon?,"Khud madad ke wasail tashkhees ya ilaaj ka badal nahi hain. Agar aap apne mood ke girnay ke bare mein fikrmand hain, to behtar hai ke sab se pehle apne doctor se baat karen aur apne alamaat ke jismani wajahein door karain. Lekin jab aap ne apne doctor se check-up kar liya hai, to khud madad ke maaloomat seekhne aur mukhtalif skills apni raftar se ya ilaaj ke darmiyan practice karne ka behtareen tareeqa ho sakti hain. Yahan kuch resources hain jo aap dekh sakte hain. Anxiety Canada ke paas self-help resources, toolkits, worksheets, aur videos hain anxiety aur anxiety disorders ke liye bachon aur unke walidain, naujawanon, adults, expectant aur naye mothers ke liye www.anxietycanada.com par dastiyab hain. Unka MindShift app skills sikhaata hai jo users ko anxiety manage karne, relax hone, aur achi zindagi guzarne mein madad deta hai. Yeh zyada tar teenagers aur young adults ke liye design kiya gaya hai, lekin dusray adults bhi faida utha sakte hain. Kelty Mental Health Resource Centre ke paas bachon aur naujawanon ke liye recommended websites, toolkits, kitaabein aur dosray resources ki list hai. BC Reproductive Mental Health Program ke paas woh khawateen ke liye self-management guide hai jo pregnancy ke dauran aur delivery ke baad anxiety ka samna karti hain, jiska naam Coping With Anxiety During Pregnancy and Following the Birth hai. Moodjuice UK ka program hai jo anxiety aur dusre mental health masail par self-help aur maloomat faraham karta hai. Agar aap kisi specific anxiety disorder ke liye madad chahte hain, to www.moodjuice.scot.nhs.uk par dosray guides ke liye search karein. Aksar kitaabein aur workbooks available hain jo anxiety problems se guzarnay walon ke liye madadgar hain. Apne mental health care team se recommendations lein. Kuch bookstores mental health aur well-being materials mein specialization karte hain jaise Odin Books Vancouver. BC mein aap Family Support and Resource Centre se BC Childrens and Womens Hospitals mein kitaabein free mein borrow kar sakte hain. Agar aap ko ek shakhs se thodi zyada support ke sath khud madad ke maaloomat chahiye, to Bounce Back Reclaim Your Health aik guided self-help program hai British Columbians ke liye jinhein mild se moderate low mood ya anxiety ka samna hai. Aapko anxiety ke alamaat pehchanane aur manage karne ke tips wali DVD milti hai, ya aap ghar par workbooks ke zariye depth mein skills seekh sakte hain. Aap Canadian Mental Health Association ke trained coach ke sath telephone ya video conference par support aur mashwara lete hain. Bounce Back doctor ke referral ke sath muft hai. Mazeed maloomat ke liye www.bouncebackbc.ca par jayein. Agar aap coach ya referral ke baghair Bounce Back materials online BC mein hasil karna chahte hain to www.bouncebackonline.ca hai.",National Institute of Mental Health Clinical Guide
Wernickes Aphasia kya hai,Ek fluent zubani output ka masla jahan zabani bolne mein asani hoti hai magar alfaaz be maani ya haqeeqi samajh se mahroom hotay hain.,Harvard Medical School Mental Health Guide
Dysthymia kya hai,Ek chronic qisam ka depressive mood disturbance jo major depression se kam shiddat rakhta hai magar kam az kam do saal tak musalsal rehta hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Psychiatric Advance Directive banane ke baare mein mazeed maloomat kahan mil sakti hai?,"Medical advance directive ya health care power of attorney ki tarah, psychiatric advance directive ek kanooni dastavez hai jo sehatmand waqt mein tayar kiya jata hai aur ismein us zehni sehat ke crisis ke douran ilaj ya services ke liye apni khwahishat aur instructions di jati hain, jo us ki care ko mutasir kar sakti hain.",World Health Organization Mental Health Manual
Projection kya hai,"Ek ghair shauri defense strategy jismein fard apne anknay, na qabool shuda khayalat ya jazbaat doosray shakhs par daalta hai.",Oxford Textbook of Psychiatry
Bipolar I Disorder ki wazahat kya hai,Bipolar I Disorder ek tibbii tashkhees hai jo kam az kam aik manic episode ka mutalib karta hai jo eham samaji ya pesha vari nuqsan paida karta hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Hallucination kya hai,"Ek gehri sensory perception jo poori tarah se kisi bhi miltay julte external physical stimulus ke baghair hoti hai, aur puri tarah haqeeqi lagti hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Histrionic Personality Disorder kya hai?,Ek zehni haalat jismein jari ehtsaasat ka izhar aur lagataar tawajjo talab karne ka rawaiya shuruat se jawani tak barqarar rehta hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Loose Associations kya hain,Ek soch ka masla jismey guftagu aisi hoti hai jahan khayalat ek mozo se doosray mozo par bilkul be-talooq ya tukraye taur par muntaqil hotay hain.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Catatonia kya hai,"Ek pechida neuropsychiatric syndrome jo psychomotor khalal se murakkab hota hai, jis mein stupor, mutism, posturing, waxy flexibility, aur intehai nafrat shamil hain.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Hypochondriasis kya hai,"Ek puraana tashkheesi lafz jo ab somatic symptom conditions se badal chuka hai, jis mein kisi na dhekhay gay marz ke hone ke hawale se shadid fikrmandi hoti hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Who are you,Main MINDWELL hoon aur main aik artificial intelligence nizam hoon jo daleel par mabni zehni sehat ki wazahat faraham karta hai.,OpenAI Clinical System Framework
Kya sardiyon mein mood ka girna normal hai?,"Haan, ye aksar Seasonal Affective Disorder (SAD) hota hai. Light therapy aur active rehna symptoms ko manage karne mein madadgar hai.",World Health Organization Mental Health Manual
Good night,Good night. Aaraam deh aur mustaqil neend ka routine sehat ke liye bohat zaroori hai.,OpenAI Clinical System Framework
Main har faislay par overthinking kaise rok sakta hoon?,"Chhoti faislon ke liye waqt ki had muqarrar karen aur satisficing ki practice karen, yani aisi choice chunen jo perfect na ho magar kafi ho.",World Health Organization Mental Health Manual
Main ek bada shakhs hoon aur mujhe lagta hai ke mujhe ADHD hai. Agla kya kar sakta hoon?,"Jab ke hum attention-deficit hyperactivity disorder ko aisi bemari samajhte hain jo bachon ko mutasir karti hai, yeh barhpon tak bhi jari reh sakti hai aur kuch logon ki tashkhees zindagi ke baad ke marhalay mein hoti hai. ADHD ki tashkhees dosri zehni bemariyon ki tarah hi hoti hai, is liye aapka family doctor ek acha rasta ho sakta hai shuru karne ke liye. Aapka family doctor aapke zehni sehat ka jaiza le sakta hai aur agar zarurat ho to ilaaj shuru kar sakta hai, ya aapko mazeed makhsoos zehni sehat ki khidmaton ke liye refer kar sakta hai. Kuch tanzeemein hain jo achi madad aur wasail dhoondhnay mein madadgar sabit hoti hain. Canadian Attention Deficit Hyperactivity Disorder Resource Alliance (CADDRA) ek aisi tanzeem hai jo sehat ke mahaireen ko ADHD ki research, ilaaj aur support mein madad deti hai aur professionals ko training deti hai. Unke public info section mein aap adult ADHD aur assessment ke process ke mutaliq zyada maloomat hasil kar sakte hain. Unki website par adults ke liye ek section hai jismein symptoms, assessments, ilaaj, kaam ke mahaul mein ADHD, resources, aur reading list shamil hain.",World Health Organization Mental Health Manual
Emotional Reasoning kya hai,Ek cognitive ghalati jisme fard yeh samajhta hai ke andarooni jazbaat itne zyada haqeeqat se lagte hain ke wo objective external reality ko bhi durust zahir karte hain.,Beck Institute for CBT
Pyromania kya hai,"Ek khilafwarzi wala disorder jo jaan bujh kar aur maksad ke sath aag lagane ke barra baar waqiat par mabni hota hai, jo andaruni tension ya activation ki wajah se hota hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Kya mindfulness chronic dard mein madadgar ho sakti hai?,"Ji haan, yeh dard ke signals ke sath dimagh ke talluq ko badalti hai, aksar takleef ko qabool kar ke zyada qaboo mein banati hai.",World Health Organization Mental Health Manual
Functional neuroimaging kya hai,Aise scan jaise ke fMRI ya PET jo brain ke mukhtalif ilaqon mein khoon ke rawani aur metabolic sargrmiyon ko track karte hain taake dimaghi processing ka jaiza liya ja sake.,Lancet Psychiatry Clinical Evidence Database
