question,answer,reference
ما الفرق بين اضطراب الهوية التفارقي (اضطراب الشخصية المتعددة سابقًا) والفصام؟,أحيانًا، يخلط الناس بين اضطراب الهوية التفارقي، المعروف سابقًا باسم اضطراب الشخصية المتعددة، والفصام. الفصام يعني الذهن المنقسم، لكنه كان يُقصد به وصف الانفصال عن الواقع الذي يختبره الشخص خلال نوبة من الهلوسة، بالإضافة إلى التغيرات في الأفكار والمشاعر والوظائف الأخرى. من ناحية أخرى، يسبب اضطراب الهوية التفارقي انقسامًا أو تفككًا في فهم الشخص لهويته. اضطراب الهوية التفارقي يتعلق فعلاً بهويات مجزأة أكثر من الشخصيات المختلفة التي تتطور بمفردها. معظم الناس يرون أجزاء مختلفة من وجودهم كجزء من الشخص الكامل. بالنسبة للأشخاص الذين يعانون من DID، قد تحمل الشظايا الهوية سمات مختلفة جدًا، بما في ذلك تاريخهم، وهويتهم، وأساليبهم. جزء أساسي من DID هو الانفصال – الشعور بالابتعاد عن العالم من حولك. قد يواجه الأشخاص المصابون بـ DID العديد من الثغرات غير المفسرة في ذاكرتهم، ينسون معلومات قد تعلموها من قبل، أو يواجهون صعوبات في تذكر الأشياء التي قالوها أو فعلوها. على عكس ما يُصوَّر في التلفزيون أو الأفلام، قد لا يكون DID واضحًا للآخرين، وقد يستغرق التشخيص وقتًا طويلاً. الفصام هو مرض عقلي خطير يسبب الهلوسات – إحساسات غير حقيقية – والأوهام – معتقدات لا يمكن أن تكون صحيحة – بالإضافة إلى أعراض أخرى مثل الأفكار المشتتة، والكلام غير المنظم، وصعوبات التعبير عن المشاعر. قد يسمع الأشخاص المصابون بالفصام أو يشعرون بأشياء غير حقيقية أو يعتقدون بأمور لا يمكن أن تكون حقيقية، لكن هذه ليست هويات منفصلة.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الطبعة الخامسة DSM-5
ما هو التغير في الواقع,تغير تفككي حيث يشعر الفرد بأن البيئة الخارجية غير حقيقية تمامًا، تشبه الحلم، صناعية، ضبابية، أو متغيرة هيكليًا.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الطبعة الخامسة DSM-5
لماذا أشعر بقلق أكبر في الصباح؟,مستويات الكورتيزول تكون طبيعية أعلى في الصباح جرب روتين هادئ مع تمارين استطالة خفيفة أو التأمل لتحقيق الاستقرار.,دليل الصحة النفسية لمنظمة الصحة العالمية
ما هو اضطراب الشراهة في الأكل,يتضمن تناول كمية من الطعام خلال فترة زمنية قصيرة تكون بالتأكيد أكبر مما يتناوله معظم الناس، بدون تطهير.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الطبعة الخامسة DSM-5
ما هو اضطراب الأرق,عدم رضا مزمن عن كمية أو جودة النوم، مرتبط بصعوبة في البدء في النوم، أو الحفاظ على النوم، أو الاستيقاظ المبكر جدًا.,الدليل التشخيصي والإحصائي للاضطرابات العقلية الطبعة الخامسة DSM-5
كيف أبدأ ممارسة الرياضة إذا لم يكن لدي أي دافع؟,ابدأ بالمشي لمدة 5 دقائق فقط. غالبًا ما يؤدي البدء إلى توليد الدافع للاستمرار.,دليل منظمة الصحة العالمية للصحة النفسية
ما هو تعريف الصدمة,الصدمة هي استجابة عصبية سلوكية عميقة للأحداث الساحقة التي تكسر تمامًا آليات الدفاع النفسية الداخلية للفرد.,دليل منظمة الصحة العالمية للصحة النفسية
ما هو التأثير المسطح,تراجع سريري شديد في شدة التعبير العاطفي للفرد، يتميز بوجه جامد ونبرة صوت رتيبة.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
كيف يمكنني العثور على مجموعة دعم؟,مجموعات الدعم هي وسيلة للأشخاص الذين لديهم تجربة مشتركة لمساعدة بعضهم البعض والتعلم من بعضهم. هناك مجموعات دعم لأشخاص يعانون من أي تجربة مرض نفسي، ومجموعات دعم لأشخاص لديهم تشخيص محدد، ومجموعات دعم لأفراد الأسرة والأصدقاء، وأكثر من ذلك. تقدم المجموعات الدعم من قبل منظمات مجتمعية، ومقدمي خدمات الصحة النفسية، والمدارس، والحرم الجامعي، ووكالات الدعم. إليك بعض الموارد العامة لمساعدتك في العثور على مجموعة دعم مرتبطة بالصحة النفسية أو تعاطي المواد في كولومبيا البريطانية: تحدث مع مقدم رعاية صحتك النفسية. قد يكون بإمكانه تقديم توصيات. تقدم جمعية اضطرابات المزاج في كولومبيا البريطانية شبكة من مجموعات الدعم النظيرة عبر المقاطعة للأشخاص الذين يعانون من أمراض مثل اضطرابات المزاج أو اضطراب ما بعد الصدمة. لديهم أيضًا مجموعات للعائلة والأصدقاء. المجموعات متاحة بدون موعد. تقدم العديد من فروع الجمعية الكندية للصحة النفسية خدمات دعم، بما في ذلك مجموعات الدعم. إذا لم يكن لفرعك المحلي برنامجه الخاص، يمكنه التوصية بخدمات في مجتمعك. تحتفظ جمعية انفصام الشخصية في كولومبيا البريطانية بدليل مجموعات الدعم وغيرها من الفعاليات العادية لأفراد عائلة من يعانون من مرض نفسي. للمجموعات المتعلقة بالكحول أو تعاطي المخدرات، اتصل بخدمة إحالة معلومات الكحول والمخدرات على 1-800-663-1441 أو 604-660-9382 في المنخفض الرئيسي. للمجموعات في المنخفض الرئيسي، ابحث في الدليل الأحمر على الإنترنت. إذا كنت في المدرسة أو في الحرم الجامعي، تحدث إلى مستشار المدرسة أو مكتب الصحة والرفاهية في الحرم الجامعي. للدعم عبر الإنترنت، انظر بعض الاقتراحات على www.heretohelp.bc.ca/discuss. قد يكون هذا مفيدًا خصوصًا إذا لم يكن هناك مجموعة في مجتمعك أو تواجه صعوبة في الوصول إلى مجموعة حضورية. لكي تستفيد بأقصى قدر من مجموعة دعم، يجب أن تشعر بالأمان الكافي لمشاركة تجاربك وأفكارك، ويجب أن تشعر بالراحة لدعم الآخرين. قد يكون من المفيد الاتصال بمنسق المجموعة أو المنظم مسبقًا لمعرفة ما إذا كانت مجموعة معينة مناسبة لك. لدينا قائمة مراجعة لمساعدتك في تقييم مجموعات الدعم، بما في ذلك متى قد يكون الوقت المناسب لمغادرة مجموعة. في بعض الأحيان لا تناسبك مجموعة ما، وهذا أمر طبيعي. إذا شعرت بالراحة، يمكنك محاولة التحدث إلى المنسق لرؤية ما إذا كان بإمكانه التوصية بمجموعة أخرى يمكنك تجربتها.,دليل منظمة الصحة العالمية للصحة النفسية
ما هو تكوين رد الفعل,إخفاء دافع داخلي غير مقبول من خلال التعبير الواعي عن سلوك معارض له بشدة وبشكل مبالغ فيه.,كتاب أكسفورد في الطب النفسي
شخص أحبه تم تشخيصه بالاكتئاب. كيف يمكنني المساعدة؟,طبيعي أن نرغب في مساعدة شخص نحبه عندما لا يشعر بأنه بخير. وكيف يمكننا أو يجب علينا المساعدة قد يبدو واضحًا عندما يعاني الشخص من مشكلة صحية جسدية، لكن الكثير من الناس يقولون إنهم غير متأكدين من كيفية المساعدة بشكل أفضل عندما يعاني شخص محبوب من مرض نفسي مثل الاكتئاب. إليك بعض النصائح: لا يتعين عليك أن تفهم بالضبط ما يمر به الآخر، فقط تحتاج إلى الاعتراف بأنها تجربة صعبة. يمكنك محاولة قول شيء مثل: أرى أن هذه التجربة أو هذه الأعراض مؤلمة جدًا لك، أو، أنا آسف لسماع أنك تشعر بعدم الارتياح. إذا كنت قد عانيت من الاكتئاب بنفسك، قد تقول: أعرف كيف تشعر. فقط تذكر أن الجميع يمرون بالأمراض مثل الاكتئاب بشكل مختلف، والتعاطف يعني التعرف على أثر المرض، وليس مقارنة الأعراض. لا يلزم أن تكون خبيرًا، لكن التعرف أكثر على الاكتئاب يمكن أن يساعدك على فهم ما يحدث وربما تبديد بعض الأساطير غير المفيدة عن الاكتئاب. نشرة معلوماتنا عن الاكتئاب هي بداية رائعة، ولدينا قائمة بالموارد في قسم أسئلة وأجوبة أين يمكنني معرفة المزيد عن الاكتئاب؟ في بعض الأحيان، يمكن أن يساعد الحديث عن المشاكل أو المخاوف حقًا - في الواقع، كثير من الناس الذين يعانون من اضطرابات المزاج يقولون إنهم يريدون فقط أن يتم الاستماع إليهم. من المهم أن تفهم أن الحديث عن شيء صعب مثل تجارب الاكتئاب قد يكون صعبًا جدًا على من تحب. لا يمكنك إجبارهم على الحديث عنه، لكن يمكنك دعوتهم لذلك وخلق أماكن آمنة وهادئة للحديث. إذا انفتح عليك شخص تحبه، استمع باهتمام - بمعنى بدون تشتيت مثل الهاتف أو التلفاز. انتبه حقًا لما يقولونه. استمع بتعاطف وبدون حكم. حتى لو لم تفهم المشكلة أو كنت تراها بطريقة مختلفة، فإن اهتمامك الأساسي هو الضيق أو المشاعر الصعبة التي يعاني منها من تحب. يمكنك العثور على نصائح متعمقة عن الاستماع والتواصل الجيد في الوحدة الثالثة من حزمة أدوات الأسرة. بعض الناس ليسوا مستعدين للحديث عن كل شيء دفعة واحدة، أو على الإطلاق. هذا مقبول. احترم حدود من تحب ودعهم يخبرونك بما هم مستعدون للتحدث عنه. حتى عندما تكون نواياك حسنة، فإن النصائح غير المطلوبة قد تكون غير مفيدة. من المحتمل أنك لا تستطيع حل المشكلة، وربما لا تعرف القصة كاملة. إذا أردت مشاركة ما نجح معك في موقف مشابه، يمكنك أن تسأل إذا كان الشخص الآخر يريد التحدث عن الاستراتيجيات التي نجحت معك. الناس المختلفون يحتاجون أشياء مختلفة - لا تفترض أنك تعرف الأفضل. بعض الناس يحتاجون المساعدة العاطفية، مثل شخص يمكنهم الحديث معه. قد يكون لدى آخرين علاقة جيدة مع مستشار أو محترف آخر، لكنهم قد يحتاجون إلى مساعدة عملية، مثل مساعدة في المنزل أو المساعدة على الالتزام بخطة العلاج. وبعضهم قد يرغب فقط في أن يُشمل في بعض الفعاليات الاجتماعية. بسؤالك عما يحتاجه الشخص، قد تقلل من الإغراء لإعطاء النصيحة. عند تجربة نوبة اكتئاب، يمكن أن تكون هناك الكثير من الأفكار والمشاعر السلبية جدًا. يمكن أن يؤثر ذلك بشكل حقيقي على الآخرين. من الجيد طلب دعم لنفسك - هناك مجموعات دعم خاصة لأفراد العائلة والأصدقاء. لدى جمعية الشيزوفرينيا البريطانية دليلًا لمجموعات دعم الأسرة في جميع أنحاء بريتيش كولومبيا لأي مرض نفسي. إذا لم يكن من تحب راضيًا عن علاجه أو يريد تجربة خيار مختلف، يمكنك أيضًا مساعدته في البحث عن موارد أو خدمات مختلفة.,الدليل الإكلينيكي للمعهد الوطني للصحة النفسية
