Questions,Answers,References
Substance use aur addiction mein kya farq hai?,"Log addiction lafz ko mukhtalif cheezon ke liye istemal karte hain. Misal ke taur par, 'Main shopping ka addicted hoon' ka matlab sirf yeh ho sakta hai ke us shakhs ko shopping pasand hai. Dusri taraf, 'Woh addicted hai' ka matlab ho sakta hai ke baat karne wala samajhta hai ke woh shakhs apne rawaiye par bilkul qaboo nahi rakh sakta. Jab log addiction ka zikr psychoactive aur mind-altering madon jaise alcohol, tobacco ya doosre nashili asbaar ke liye karte hain, to aksar samajhte hain ke yeh maday khatarnaak hain aur insan ke rawaiye ko control kar sakte hain. Magar saboot kuch aur dikhate hain. Jab ke substance use se sehat aur muasharati masail ho sakte hain, kuch halat mein kuch logon ke liye yeh madadgar bhi sabit ho sakti hain. Misal ke taur par, kai log kisi khaas mauqe par ek pyala sharab peete hain, ya kuch log tobacco ka istemal apni saqaafat ya roohani rasoomat mein kartay hain. Asal mein, insano ne tareekh bhar kai wajah se substances istemal kiye hain jaise khushi mehsoos karne ke liye, behtari ke liye, performance mein izafa karne ke liye, saqaafat ya roohani wajah se, ya naye tajurbe hasil karne ke liye. Substance use sirf acha ya bura nahi hai. Behtari yeh hai ke isay ek continuum yani silsila samajha jaye jismein beneficial se le kar harmful tak use shamil hain. Darmiyan mein, substance use donon ho sakta hai - faida aur nuqsan. Aap doston ke saath mazeedaar raat guzaarte hain, lekin aglay din thoda behaal mehsoos karte hain. Continuum ke aakhir mein, kuch log dependency mein chalay jatay hain jahan unhe drug ki zarurat hoti hai taake woh normal mehsoos kar saken aur wo use tab bhi jaari rakhte hain jabke is se un ki maali, gharelu, sehat ya kanooni mushkilat barh jati hain. Aam tor par, substance use masla tab banta hai jab yeh aap ya doosron ke liye masail paida karta hai, aur kitna use masail paida karta hai yeh mukhtalif afrad aur halaat ke liye mukhtalif hota hai. Kisi shakhs ke substance use ki wajah iska risk tay karne mein madadgar hoti hai. Misal ke taur par, agar koi darustgi ke liye substance use karta hai, to aksar ye sirf kabhi kabhi samaji istemal tak mahdoood rehta hai. Magar agar koi social anxiety jaisi lambi muddat ki mushkil ko cope karne ke liye substance use karta hai, to ziyada mustaqil aur sakht use ho sakta hai. Apne risk ko manage karna yeh samajhne mein madad deta hai ke hum kyun istemal kar rahe hain aur iska apne aap par aur dusron par kiya asar ho raha hai. Hamare buzurgon ki danai ek taleemi usool deti hai ke zyada na istamal karo, na aksar, aur sirf mehfooz maahol mein.",World Health Organization Mental Health Manual
Main sharaab ya nashili madon ke istemal ke maslay ke liye madad kaisay dhundhun?,"Kya aap apni substance use, jaise sharab ya doosre drugs, mein tabdeeli lana chahte hain? Yeh ek aham qadam ho sakta hai. Kuch log apni madon ki istemal kam kar lete hain ya khud se band kar lete hain ya self-help material ke zariye. Magar zyada tar logon ko doosron ki madad ki zarurat hoti hai - family ke members, dost, health professionals, ya aise log jo substance use ke masail ka samna kar rahe hain. Aap ke liye sahi madad kai cheezon par munhasir hai, un mein aap jo drug use kar rahe hain, kitna aur kitni dafa istemal karte hain, aapki sehat aur muashrati halat, aur aap ki pasand shamil hain. Madad lena aapki zindagi ke raaste par qaboo chor dena nahi hai. Aap hi aakhri faisla karne wale hain ke aap kaise aur kitni tabdeeli laiange. Ek tareeqa madad lene ka yeh hai ke kisi doktor se baat karein jise aap bharosa karte hain aur jise apne masail batane mein aap ko rahat mehsoos hoti hai. Kuch drugs ghair qanuni hain, is liye bohat logon ko darr hota hai ke agar wo apne drug use ka zikr karen to kya hoga. Yeh jaanna zaruri hai ke zyada ter cases mein doctors aap ki privacy ka tahaffuz karte hain - yeh kanoon hai.",World Health Organization Mental Health Manual
Main kaise jaanoon ke main zyada sharab pee raha hoon?,"Yeh maloom karna ke aap zyada sharab pee rahe hain ya nahi mushkil ho sakta hai. Aap munfarid hain aur aapka sharab ke saath taluq bhi munfarid hai. Kisi ke paas aap ke jese zindagi ke tajurbe aur asraat nahi hote. Is liye aap aur aapke dost dono sharab pi sakte hain, lekin aap dono ke sharab ke istemal ka tareeqa aur wajah mukhtalif ho sakti hai. Jo log sharab pi'te hain wo faiday ke liye pi'te hain na ke mushkilaat ke liye. Magar kabhi kabhar hum zyadah aur ziada dafa istemal shuru kar dete hain jo maani nahi rakhta. Aam tor par, sharab peena masla tab banta hai jab yeh hamari ya doosron ki zindagi par manfi asar daalta hai. Bohat se log samajhte hain ke yeh sirf un logon ke liye baat hai jo har roz aur din bhar sharab peete hain. Magar ek dafa zyada sharab peena bhi masla paida kar sakta hai, jaise nashay mein gaari chalana jaisa ghalat faisla lena. Sab se aham yeh samajhna hai ke sharab peene se hone walay manfi nataij har context yani jagah, waqt, aur sar-garmi mein aur waqt ke saath farq kartay hain, jaise ke musalsal mushkilat se nijat pane ke liye sharab peena.",World Health Organization Mental Health Manual
"Agar cannabis khatarnak hai, to hum ise qanooni tor par kyun manzoor kar rahe hain?","Maslan cannabis ka dhuan cancer paida karne wale zaheer zawal rakhta hai. Halaanke, kuch cancers jaise ke munh, zabaan aur lungs ka khatra cannabis ke smokaroon mein tambaaku ke smokaroon se kam hota hai, jis ki wajah yeh hai ke wo aam tor par tambaaku istimaal karne walon ke mukable kam smoke karte hain. Aur jabke tamam nashilli cheezein dimagh par asar karti hain, nashili cheez ke khaas asraat nuksaan ke darjay ko mutasir karte hain. Maslan cannabis ke dimagh par manfi asraat ayni cheezon se kam lagte hain jaise ke alcohol. Cannabis ko qanooni karne se zakhm-e-imkani nuksaanat ko kam karne ke liye qawaneen banane ka moqa milta hai. Kisi bhi ghair qanoni drug ko kharidne aur istimaal karne ka khatra yeh hota hai ke hum hamesha berdast nahin hotay ke us metal mein kya hai.",World Health Organization Mental Health Manual
Main apne bachon ko drugs istimaal na karne ke liye kaise manaa sakta hoon?,"Aap nahi kar sakte. Lekin aap un ki is salahiyat ko mutasir kar sakte hain ke wo achi choice karen ek aise duniya mein jaha alcohol aur doosre drugs dastiyab hain. Yeh madad karne ka tareeqa hai ke aap apne bache mein aise skills paida karen jo unhe zindagi ke maqsadon ko hasil karne mein madad dein. Yeh supportive rishta banane ke liye bhi zaroori hai taake wo mushkilaat ya sawaalat ke liye aap ke paas ja sakain. Drugs ke baare mein guftagu shuru karna aapke aur aapke bache ke rishtay ko mazboot bana sakta hai. Bataana aur khula, imaandaar guftagu mumkin banana aapke bache ko yeh yaqeen dilata hai ke jo wo soch rahe hain, mehsoos kar rahe hain aur tajurba kar rahe hain woh aapke liye ahmiyat rakhta hai. Maqsad yeh hai ke aapka bacha baat kare aur apne khayalat aur jazbaat share kare. Jab jawaan logon se sawalat kiye jate hain jo unke khayalat explore karne par majboor karte hain, to yeh unhein apne khayalat aur rawaiyye ke mutaliq dilchaspi deta hai. Yeh self-reflection ka amal hai jo critical sochne ke skills ka hissa hai jo acha faisla karne mein madadgar hai. Critical thinking skills asl mein drugs istemaal se mutaliq khatarat ko kam karne ka zaroori hissa hain. Jab jawaan log koi baat ghour se samajh lete hain, to wo impulse ya influence par amal karne ke bajaye zyada soch samajh kar faisla karte hain. Alcohol ya doosre drugs par baat cheet shuru karne ke liye koi qanoon nahin hai ke kahan se shuru karna chahiye. Chhote bachay bhi jante hain ke drugs humari tehzeeb ka hissa hain. Wo apne gird logon ko sharaab peete dekhte hain aur TV ya advertising mein drugs ke samnay aate hain. Yeh ek aisi mozu hai jo kudrati taur par uthane wale mauqon par mustamal ho sakta hai jaise ke family ke jashan ke liye tayari karte waqt, jab alcohol hota hai, ya agar aap kisi rishtedar ke ghar ja rahe hain jo tobacco istemaal karta ho, ya dinner table ke dauran rozmarra ki kahaniyan share karte waqt. Jawaan log aur naujawaanon se drugs par baat karna jab wo barhapa ki taraf rukh kar rahe hote hain, unhe apne zaati mayar banane, risk kam karne aur mashhoor aqeedon ka tanqeedi taur par jayza lene mein madad deta hai. Yeh khas taur par zaroori ho sakta hai jab wo alcohol ya cannabis ke liye qanuni umar par pohanchte hain aur ghar se alag ho jate hain. Jab ke naujawaan zyada azad aur qanooni huqooq rakhte hain, walidain abhi bhi ek mohim dari board ki tarah unke khayalat aur ideas par tajzia karne ke liye mohemmi kirdar ada kar sakte hain.",World Health Organization Mental Health Manual
CBD oil ki qanooni haisiyat aur saboot kya hai?,"Cannabidiol ya CBD cannabis ka ek fitri mukaamal hai. Yeh cannabis ke poday se nikala jata hai aur aksar tail ki shakal mein istemaal ke liye tayar kiya jata hai. CBD psychoactive nahi hai, aur THC tetrahydrocannabinol ki tarah jo cannabis ka primary psychoactive element hai, woh nas nahi deta. CBD Canada mein qanooni hai aur mukhtalif tibi haalat ke ilaaj mein istemaal kiya jata hai. Tamam cannabinoids, CBD samait, jism mein kuch receptors se lag kar asrat paida karte hain jo dimagh ya immune system mein hote hain. Insani jism bhi apne cannabinoids paida karta hai. Lagta hai ke CBD seedha receptors se nahi jurtata. Is ke bajaaye, yeh jism ko apne cannabinoids zyada istemaal karne ki hidayat deta hai taa ke wo CBD se mutaliq ilaj ke asrat paida kar sakein. Tehqeeq se lagta hai ke CBD chronic dard mein rahat de sakta hai.",World Health Organization Mental Health Manual
Vaping par kya saboot hain?,"Vaping ka matlab hai ek aisi device ka istemaal jisme liquids, aksar maze daar flavor ke saath, vapour ban jata hai, isliye ise vaping kehte hain aur use saans ke zariye andar liya jata hai. Ek vaping device mein mouthpiece, tank ya reservoir hota hai liquid rakhne ke liye, ek heating element aur ek battery hoti hai jo heating element ko chalati hai. Liquid garam kar ke mist ban jata hai, jo munh se lungs mein jata hai jahan nicotine ya cannabis khoon mein ghultsata hai. Bacha hua vapour saans ke zariye bahar nikala jata hai. Vaping devices mukhtalif qisam ke, shakal aur size ke hote hain, jinhein e-cigarettes, vape pens, vapes, mods, tanks, ya e-hookahs kehte hain. Vaping liquids yani e-liquid ya e-juice solvent (amuman propylene glycol ya glycerol), flavor aur nicotine ya cannabis se mil kar banta hai, lekin kabhi kabhi yeh khali bhi ho sakta hai. British Columbia mein vaping products kharidne ke liye aap ki umr 19 saal honi chahiye. Cigarette peene wale jawaanon ki tadaad pichlay chand salon mein kam hui hai jabke vaping barh rahi hai. E-cigarettes ko smoking ke badal ke taur par develop kiya gaya tha. Pehle devices 2003 mein available hue the aur dikhne mein traditional cigarette jese lagte thay. Nicotine vapour mein significantly kam zaheer aur doosray zarraat hotay hain muqable cigarette ke dhuan ke. Vaping cigarettes ki muqable kam nuksaan-deh hai aur saboot yeh bhi dikhata hai ke yeh kuch logon ko cigarette chorne mein madadgar ho sakta hai. Saboot yeh zahir karta hai ke vaping shayad tobacco smoking ke liye gateway nahi hai. Halanke cigarettes ke muqable kam nuksaan deh hai, vaping ke bhi mumkin nuksaan hain. Nicotine aur mumkin cancer paida karne wale maadey ka halka exposure hota hai vapour mein. Carcinogen wo madah hai jo cancer paida kar sakta hai. Kuch saboot yeh kehte hain ke jawaan log jaante nahi ke vaping liquid aksar nicotine rakhta hai. E-cigarettes control nahi hote aur vaping liquids mein nicotine ki miqdaar brands ke mutabiq kafi farq karti hai. Vaping liquids mein maujood dusre chemicals, flavourings, aur bharay huay dhatu abhi tak theek tareeke se parakhe nahin gaye. Lambe arsey ke sehat ke khatrey abhi tak maloom nahi hain. Mazeed research ki zaroorat hai. Vaping products ki marketing, zyada tar social media par, jawaanon ko attract karne ke liye design ki jati hai. Un flavors ki range jo fruity aur meethi hoti hai, aur vaping devices ka look aur feel naujawanon ko pasand aata hai. Jawaan log vaping ko mazeed aur doston ke saath guftagu ka zariya samajhtay hain aur kam nuksaan-deh tareeke se smoke karte hain. Vaping par guftugu ke liye waqt aur jaga banana ek zaroori tareeqa hai jis se hum jawaanon aur ek dosray ko madad de sakte hain ke wo behtareen faislay kar saken ke kya, kab aur kitni vaping karni chahiye. Hum offer karte hain, zyada nahi, har waqt nahi, aur mehfooz mohol mein, jo kisi bhi maadey ke istemaal par sochnay ka tareeqa hai.",World Health Organization Mental Health Manual
Main apni zehni sehat ke baare mein apne boss se baat cheet kaise shuru karoon?,Apni halat ka apni paidawariyat par asar par tawajjuh dein aur mukhtasir tor par wo khaas sahulatain batain jo aap ki performance behtar banane mein madadgar ho sakti hain.,World Health Organization Mental Health Manual
Digital burnout ki alamat kya hain?,"Musalsal ankhon ka thakan, mobile se door rehne par pareshaani mehsoos karna, aur online kaam ya samaji tasks mein puri taur par energy ka na hona.",World Health Organization Mental Health Manual
Main apne khud ko bekaar samajhne ke ehsaas se kaise nipattoon?,Apne aap se dosti ka ravayya ikhtiyar karen. Manfi self-talk ko apni purani kamyabiyaan ke haqiqat ke saath challenge karen.,World Health Organization Mental Health Manual
Aamda sehat aur zehni sehat ke darmiyan kya talluq hai?,"Aamda aur dimagh vagus nerve ke zariye mutasil hain, ek sehatmand ghiza serotonin ki paidawari ko behtar kar sakti hai aur mizaj ko mustahkam kar sakti hai.",World Health Organization Mental Health Manual
Main har faislay par overthinking kaise rok sakta hoon?,"Chhoti faislon ke liye waqt ki had muqarrar karen aur satisficing ki practice karen, yani aisi choice chunen jo perfect na ho magar kafi ho.",World Health Organization Mental Health Manual
Kya kaam se mental health ke liye ek din ki chhutti lena faidemand hai?,"Jee haan, agar asal rest ya clinical appointments ke liye li jaye to yeh puri breakdown ko rok sakta hai aur lambi muddat mein productivity behtar bana sakta hai.",World Health Organization Mental Health Manual
Main aise teenager ki madad kaise kar sakta hoon jo hamesha akela rehta hai?,"Baghair kisi faislay ke baat karne ke liye jagah dein, halki phulki activities saath mein karein, aur zarurat ho tou professional rehnumai ki naram salahiyat se taraf rujoo karweyn.",World Health Organization Mental Health Manual
Mudoomi stress ke jismani asraat kya hain?,"Yeh musalsal sar dard, peeslon mein tenshan, hazme ke masail, aur waqt ke sath immune system ki kamzori ka sabab ban sakta hai.",World Health Organization Mental Health Manual
Healthy aadat aur lat mein farq kaise pehchain?,Lat aisi cheez hai jo manfi nataij ke bawajood jari rehti hai aur jab aap rokne ki koshish karte hain tou ehm pareshaani paida karti hai.,World Health Organization Mental Health Manual
Kya journaling waqai anxiety mein madadgar hoti hai?,"Jee haan, apne khayalat ko likhna unhen bayne kar deta hai, jis se unka tajziya karna asaan hota hai aur dimagh mein dabane se kam bojh mehsoos hota hai.",National Institute of Mental Health Clinical Guide
Agar meri anxiety mujhe jismani tor par beemar mehsoos karwa rahi hai tou mujhe kya karna chahiye?,5-4-3-2-1 tareeqa jaisi grounding techniques par tawajjo dein aur doctor se mashwara karein taake dusre tibbi masail ko nazarandaz kiya ja sake.,National Institute of Mental Health Clinical Guide
Main social media ki perfection ke pressure ko kaise handle karoon?,Apne feed ko haqeeqi mazmoon tak mehdood rakhain aur app istemal karne par sakht rozana hudood muqarrar karen taake muqabla kam ho.,World Health Organization Mental Health Manual
Main subah kyun zyada beqarar mehsoos karta hoon?,"Cortisol ki satah subah fitri tor par zyada hoti hai, ek pur-sukoon routine azmaen jaise halka phulka stretch karna ya meditation taake beqarari ko barqarar rakha ja sake.",World Health Organization Mental Health Manual
Jab main udaas mehsoos karta hoon to apni tawajjoh kaise behtar kar sakta hoon?,Pomodoro technique istemal karein: 25 minute kaam karein aur 5 minute araam. Har bara kaam chhote aur manage karne walay qadam mein taqseem karein.,National Institute of Mental Health Clinical Guide
Kya meri sakoon ke liye zehrile ghar walon se door rehna theek hai?,Hudood muqarrar karna sehatmand hai. Agar koi rishta musalsal aap ki zehni sehat ko nuqsan de raha ho to doori ikhtiyar karna zaroori ho sakti hai.,World Health Organization Mental Health Manual
Main apne pet ke azn hone ke gham se kaise nipat sakta hoon?,"Khud ko puri tarah sharminda huay baghair gham guzarne ka mauqa dein. Pets ghar walay hain, aur unka khona ek ehm jazbati waqea hai.",World Health Organization Mental Health Manual
